"楷飞喊(1)",楷飞喊(2),2022.01,2022.01,2022.01,2022.01,2022.01,2022.01,2022.01,2022.01,2022.01,2022.01,2022.01,2022.01,2022.01,2022.01,2022.01,2022.01,2022.01,2022.01,2022.01,2022.01,2022.01,2022.01,2022.01,2022.01,2022.01,2022.01,2022.01,2022.01,2022.01,2022.01,2022.01,2022.01,2022.01,2022.01,2022.01,2022.01,2022.01,2022.01,2022.01,2022.01,2022.01,2022.01,2022.01,2022.01,2022.01,2022.01,2022.01,2022.01,2022.01,2022.01,2022.01
"楷飞喊(1)",楷飞喊(2),何魂堡开矫,何魂堡开矫,何魂堡开矫,吝备,吝备,吝备,辑备,辑备,辑备,悼备,悼备,悼备,康档备,康档备,康档备,何魂柳备,何魂柳备,何魂柳备,悼贰备,悼贰备,悼贰备,巢备,巢备,巢备,合备,合备,合备,秦款措备,秦款措备,秦款措备,荤窍备,荤窍备,荤窍备,陛沥备,陛沥备,陛沥备,碍辑备,碍辑备,碍辑备,楷力备,楷力备,楷力备,荐康备,荐康备,荐康备,荤惑备,荤惑备,荤惑备,扁厘焙,扁厘焙,扁厘焙
"楷飞喊(1)",楷飞喊(2),拌 (疙),巢 (疙),咯  (疙),拌 (疙),巢 (疙),咯  (疙),拌 (疙),巢 (疙),咯  (疙),拌 (疙),巢 (疙),咯  (疙),拌 (疙),巢 (疙),咯  (疙),拌 (疙),巢 (疙),咯  (疙),拌 (疙),巢 (疙),咯  (疙),拌 (疙),巢 (疙),咯  (疙),拌 (疙),巢 (疙),咯  (疙),拌 (疙),巢 (疙),咯  (疙),拌 (疙),巢 (疙),咯  (疙),拌 (疙),巢 (疙),咯  (疙),拌 (疙),巢 (疙),咯  (疙),拌 (疙),巢 (疙),咯  (疙),拌 (疙),巢 (疙),咯  (疙),拌 (疙),巢 (疙),咯  (疙),拌 (疙),巢 (疙),咯  (疙)
"醚拌",家拌,3348874,1638207,1710667,40537,19762,20775,104863,50735,54128,87906,42975,44931,110425,54372,56053,352462,169873,182589,270338,131400,138938,261209,127568,133641,282535,139412,143123,395788,190236,205552,305922,152112,153810,226875,110929,115946,143098,74123,68975,207342,99861,107481,174867,82492,92375,207772,104769,103003,176935,87588,89347
"0技…4技",家拌,87059,44691,42368,416,230,186,2047,1050,997,1755,954,801,1827,909,918,8336,4277,4059,7367,3761,3606,6041,3100,2941,7505,3829,3676,10230,5243,4987,7146,3705,3441,4478,2305,2173,8372,4394,3978,5783,2928,2855,4171,2070,2101,4461,2327,2134,7124,3609,3515
"0技…4技",0技,14013,7199,6814,73,40,33,334,183,151,375,212,163,273,134,139,1434,714,720,1210,625,585,912,448,464,1254,636,618,1546,785,761,1122,586,536,666,351,315,1325,726,599,968,490,478,740,345,395,719,383,336,1062,541,521
"0技…4技",1技,15089,7791,7298,68,34,34,357,188,169,303,167,136,308,160,148,1491,765,726,1258,675,583,983,507,476,1313,658,655,1801,915,886,1279,663,616,761,380,381,1369,738,631,1023,527,496,752,374,378,758,381,377,1265,659,606
"0技…4技",2技,17314,8839,8475,71,40,31,399,201,198,350,165,185,380,183,197,1603,801,802,1509,775,734,1191,599,592,1471,756,715,2049,1071,978,1363,716,647,923,476,447,1692,902,790,1210,596,614,829,414,415,873,438,435,1401,706,695
"0技…4技",3技,19201,9807,9394,93,55,38,462,230,232,346,201,145,400,212,188,1834,965,869,1559,792,767,1366,723,643,1625,828,797,2275,1148,1127,1584,792,792,974,489,485,1913,956,957,1264,637,627,929,466,463,1002,539,463,1575,774,801
"0技…4技",4技,21442,11055,10387,111,61,50,495,248,247,381,209,172,466,220,246,1974,1032,942,1831,894,937,1589,823,766,1842,951,891,2559,1324,1235,1798,948,850,1154,609,545,2073,1072,1001,1318,678,640,921,471,450,1109,586,523,1821,929,892
