"楷飞喊(1)",楷飞喊(2),2022.05,2022.05,2022.05,2022.05,2022.05,2022.05,2022.05,2022.05,2022.05,2022.05,2022.05,2022.05,2022.05,2022.05,2022.05,2022.05,2022.05,2022.05,2022.05,2022.05,2022.05,2022.05,2022.05,2022.05,2022.05,2022.05,2022.05,2022.05,2022.05,2022.05,2022.05,2022.05,2022.05,2022.05,2022.05,2022.05,2022.05,2022.05,2022.05,2022.05,2022.05,2022.05,2022.05,2022.05,2022.05,2022.05,2022.05,2022.05,2022.05,2022.05,2022.05
"楷飞喊(1)",楷飞喊(2),何魂堡开矫,何魂堡开矫,何魂堡开矫,吝备,吝备,吝备,辑备,辑备,辑备,悼备,悼备,悼备,康档备,康档备,康档备,何魂柳备,何魂柳备,何魂柳备,悼贰备,悼贰备,悼贰备,巢备,巢备,巢备,合备,合备,合备,秦款措备,秦款措备,秦款措备,荤窍备,荤窍备,荤窍备,陛沥备,陛沥备,陛沥备,碍辑备,碍辑备,碍辑备,楷力备,楷力备,楷力备,荐康备,荐康备,荐康备,荤惑备,荤惑备,荤惑备,扁厘焙,扁厘焙,扁厘焙
"楷飞喊(1)",楷飞喊(2),拌 (疙),巢 (疙),咯  (疙),拌 (疙),巢 (疙),咯  (疙),拌 (疙),巢 (疙),咯  (疙),拌 (疙),巢 (疙),咯  (疙),拌 (疙),巢 (疙),咯  (疙),拌 (疙),巢 (疙),咯  (疙),拌 (疙),巢 (疙),咯  (疙),拌 (疙),巢 (疙),咯  (疙),拌 (疙),巢 (疙),咯  (疙),拌 (疙),巢 (疙),咯  (疙),拌 (疙),巢 (疙),咯  (疙),拌 (疙),巢 (疙),咯  (疙),拌 (疙),巢 (疙),咯  (疙),拌 (疙),巢 (疙),咯  (疙),拌 (疙),巢 (疙),咯  (疙),拌 (疙),巢 (疙),咯  (疙),拌 (疙),巢 (疙),咯  (疙)
"醚拌",家拌,3338167,1631825,1706342,40537,19739,20798,103810,50156,53654,88222,43073,45149,109460,53912,55548,350977,168938,182039,273996,132891,141105,260261,127119,133142,280647,138423,142224,392110,188341,203769,305393,151882,153511,224746,109848,114898,143914,74534,69380,206506,99264,107242,174665,82297,92368,206099,103841,102258,176824,87567,89257
"0技…4技",家拌,84789,43482,41307,410,225,185,1924,981,943,1777,960,817,1795,908,887,8104,4144,3960,7648,3923,3725,5766,2956,2810,7272,3710,3562,9819,5045,4774,6993,3612,3381,4298,2191,2107,8108,4253,3855,5645,2832,2813,4093,2037,2056,4281,2246,2035,6856,3459,3397
"0技…4技",0技,14073,7200,6873,78,46,32,306,159,147,373,194,179,276,141,135,1467,724,743,1290,672,618,870,426,444,1274,665,609,1516,812,704,1149,602,547,632,314,318,1330,684,646,1009,495,514,710,329,381,700,379,321,1093,558,535
"0技…4技",1技,14949,7725,7224,67,26,41,342,188,154,351,196,155,291,157,134,1462,745,717,1337,698,639,965,480,485,1292,653,639,1711,865,846,1288,679,609,778,399,379,1350,746,604,994,509,485,769,383,386,729,374,355,1223,627,596
"0技…4技",2技,16568,8476,8092,70,36,34,378,184,194,323,159,164,362,170,192,1550,794,756,1488,771,717,1119,566,553,1442,720,722,1982,1022,960,1289,664,625,865,446,419,1575,866,709,1114,543,571,827,425,402,862,433,429,1322,677,645
"0技…4技",3技,18447,9312,9135,86,49,37,450,222,228,359,192,167,391,204,187,1691,827,864,1712,855,857,1306,676,630,1501,760,741,2168,1117,1051,1508,737,771,912,458,454,1814,907,907,1251,638,613,849,410,439,905,495,410,1544,765,779
"0技…4技",4技,20752,10769,9983,109,68,41,448,228,220,371,219,152,475,236,239,1934,1054,880,1821,927,894,1506,808,698,1763,912,851,2442,1229,1213,1759,930,829,1111,574,537,2039,1050,989,1277,647,630,938,490,448,1085,565,520,1674,832,842
